experiment	cell	model	metric	value
E17-V1V3	mouse-human	mistral	V3_dstrict	0.0474
E17-V1V3	vdi-ebay	mistral	tau_v	0.0022
E17-V1V3	vdi-ebay	mistral	base_cred	0.082
E17-V1V3	vdi-ebay	mistral	V1_dcred	-0.082
E17-V1V3	vdi-ebay	mistral	V3_dcred	0.0645
E17-V1V3	vdi-ebay	mistral	V3_dstrict	0.0332
E17-V1V3	g3-text	gemma4	tau_v	0.0
E17-V1V3	g3-text	gemma4	base_cred	0.3582
E17-V1V3	g3-text	gemma4	V1_dcred	0.1088
E17-V1V3	g3-text	gemma4	V3_dcred	0.0826
E17-V1V3	g3-text	gemma4	V3_dstrict	0.0824
E17-V1V3	g5-groceries	gemma4	tau_v	0.0
E17-V1V3	g5-groceries	gemma4	base_cred	0.3953
E17-V1V3	g5-groceries	gemma4	V1_dcred	0.0413
E17-V1V3	g5-groceries	gemma4	V3_dcred	0.0522
E17-V1V3	g5-groceries	gemma4	V3_dstrict	0.0435
E17-V1V3	g7-literature	gemma4	tau_v	0.0
E17-V1V3	g7-literature	gemma4	base_cred	0.4552
E17-V1V3	g7-literature	gemma4	V1_dcred	0.1126
E17-V1V3	g7-literature	gemma4	V3_dcred	0.121
E17-V1V3	g7-literature	gemma4	V3_dstrict	0.0686
E17-V1V3	mouse-human	gemma4	tau_v	0.0
E17-V1V3	mouse-human	gemma4	base_cred	0.2852
E17-V1V3	mouse-human	gemma4	V1_dcred	0.1609
E17-V1V3	mouse-human	gemma4	V3_dcred	0.1127
E17-V1V3	mouse-human	gemma4	V3_dstrict	0.0976
E17-V1V3	vdi-ebay	gemma4	tau_v	0.0
E17-V1V3	vdi-ebay	gemma4	base_cred	0.1109
E17-V1V3	vdi-ebay	gemma4	V1_dcred	0.1354
E17-V1V3	vdi-ebay	gemma4	V3_dcred	0.0822
E17-V1V3	vdi-ebay	gemma4	V3_dstrict	0.0327
E17-baseline	g3-text	llama	n_kept	2514
E17-baseline	g3-text	llama	strict	0.226
E17-baseline	g3-text	llama	credited	0.2268
E17-baseline	g3-text	llama	d_strict	0.0
E17-baseline	g3-text	llama	d_credited	0.0
E17-V1	g3-text	llama	n_kept	1275
E17-V1	g3-text	llama	strict	0.2993
E17-V1	g3-text	llama	credited	0.3
E17-V1	g3-text	llama	d_strict	0.0734
E17-V1	g3-text	llama	d_credited	0.0732
E17-SYM	g3-text	llama	n_kept	1229
E17-SYM	g3-text	llama	strict	0.3024
E17-SYM	g3-text	llama	credited	0.3031
E17-SYM	g3-text	llama	d_strict	0.0765
E17-SYM	g3-text	llama	d_credited	0.0763
E17-baseline	g5-groceries	llama	n_kept	431
E17-baseline	g5-groceries	llama	strict	0.2697
E17-baseline	g5-groceries	llama	credited	0.2828
E17-baseline	g5-groceries	llama	d_strict	0.0
E17-baseline	g5-groceries	llama	d_credited	0.0
E17-V1	g5-groceries	llama	n_kept	49
E17-V1	g5-groceries	llama	strict	0.2651
E17-V1	g5-groceries	llama	credited	0.2651
E17-V1	g5-groceries	llama	d_strict	-0.0046
E17-V1	g5-groceries	llama	d_credited	-0.0177
E17-SYM	g5-groceries	llama	n_kept	49
E17-SYM	g5-groceries	llama	strict	0.2651
E17-SYM	g5-groceries	llama	credited	0.2651
E17-SYM	g5-groceries	llama	d_strict	-0.0046
E17-SYM	g5-groceries	llama	d_credited	-0.0177
E17-baseline	g7-literature	llama	n_kept	377
E17-baseline	g7-literature	llama	strict	0.4807
E17-baseline	g7-literature	llama	credited	0.5061
E17-baseline	g7-literature	llama	d_strict	0.0
E17-baseline	g7-literature	llama	d_credited	0.0
E17-V1	g7-literature	llama	n_kept	54
E17-V1	g7-literature	llama	strict	0.4727
E17-V1	g7-literature	llama	credited	0.5057
E17-V1	g7-literature	llama	d_strict	-0.0081
E17-V1	g7-literature	llama	d_credited	-0.0004
E17-SYM	g7-literature	llama	n_kept	54
E17-SYM	g7-literature	llama	strict	0.4727
E17-SYM	g7-literature	llama	credited	0.5057
E17-SYM	g7-literature	llama	d_strict	-0.0081
E17-SYM	g7-literature	llama	d_credited	-0.0004
E17-baseline	mouse-human	llama	n_kept	11528
E17-baseline	mouse-human	llama	strict	0.1716
E17-baseline	mouse-human	llama	credited	0.1961
E17-baseline	mouse-human	llama	d_strict	0.0
E17-baseline	mouse-human	llama	d_credited	0.0
E17-V1	mouse-human	llama	n_kept	1539
E17-V1	mouse-human	llama	strict	0.2918
E17-V1	mouse-human	llama	credited	0.3372
E17-V1	mouse-human	llama	d_strict	0.1201
E17-V1	mouse-human	llama	d_credited	0.141
E17-SYM	mouse-human	llama	n_kept	1539
E17-SYM	mouse-human	llama	strict	0.2918
E17-SYM	mouse-human	llama	credited	0.3372
E17-SYM	mouse-human	llama	d_strict	0.1201
E17-SYM	mouse-human	llama	d_credited	0.141
E17-baseline	vdi-ebay	llama	n_kept	5965
E17-baseline	vdi-ebay	llama	strict	0.0406
E17-baseline	vdi-ebay	llama	credited	0.0814
E17-baseline	vdi-ebay	llama	d_strict	0.0
E17-baseline	vdi-ebay	llama	d_credited	0.0
E17-V1	vdi-ebay	llama	n_kept	11
E17-V1	vdi-ebay	llama	strict	0.0222
E17-V1	vdi-ebay	llama	credited	0.0238
E17-V1	vdi-ebay	llama	d_strict	-0.0183
E17-V1	vdi-ebay	llama	d_credited	-0.0576
E17-SYM	vdi-ebay	llama	n_kept	11
E17-SYM	vdi-ebay	llama	strict	0.0222
E17-SYM	vdi-ebay	llama	credited	0.0238
E17-SYM	vdi-ebay	llama	d_strict	-0.0183
E17-SYM	vdi-ebay	llama	d_credited	-0.0576
E17-baseline	g3-text	mistral	n_kept	3202
E17-baseline	g3-text	mistral	strict	0.2138
E17-baseline	g3-text	mistral	credited	0.2146
E17-baseline	g3-text	mistral	d_strict	0.0
E17-baseline	g3-text	mistral	d_credited	0.0
E17-V1	g3-text	mistral	n_kept	50
E17-V1	g3-text	mistral	strict	0.103
E17-V1	g3-text	mistral	credited	0.1045
E17-V1	g3-text	mistral	d_strict	-0.1109
E17-V1	g3-text	mistral	d_credited	-0.1101
E17-SYM	g3-text	mistral	n_kept	50
E17-SYM	g3-text	mistral	strict	0.103
E17-SYM	g3-text	mistral	credited	0.1045
E17-SYM	g3-text	mistral	d_strict	-0.1109
E17-SYM	g3-text	mistral	d_credited	-0.1101
E17-baseline	g5-groceries	mistral	n_kept	730
E17-baseline	g5-groceries	mistral	strict	0.2418
E17-baseline	g5-groceries	mistral	credited	0.2578
E17-baseline	g5-groceries	mistral	d_strict	0.0
E17-baseline	g5-groceries	mistral	d_credited	0.0
E17-V1	g5-groceries	mistral	n_kept	42
E17-V1	g5-groceries	mistral	strict	0.1756
E17-V1	g5-groceries	mistral	credited	0.1756
E17-V1	g5-groceries	mistral	d_strict	-0.0662
E17-V1	g5-groceries	mistral	d_credited	-0.0821
E17-SYM	g5-groceries	mistral	n_kept	42
E17-SYM	g5-groceries	mistral	strict	0.1756
E17-SYM	g5-groceries	mistral	credited	0.1756
E17-SYM	g5-groceries	mistral	d_strict	-0.0662
E17-SYM	g5-groceries	mistral	d_credited	-0.0821
E17-baseline	g7-literature	mistral	n_kept	514
E17-baseline	g7-literature	mistral	strict	0.2475
E17-baseline	g7-literature	mistral	credited	0.2671
E17-baseline	g7-literature	mistral	d_strict	0.0
E17-baseline	g7-literature	mistral	d_credited	0.0
E17-V1	g7-literature	mistral	n_kept	6
E17-V1	g7-literature	mistral	strict	0.0952
E17-V1	g7-literature	mistral	credited	0.0952
E17-V1	g7-literature	mistral	d_strict	-0.1523
E17-V1	g7-literature	mistral	d_credited	-0.1718
E17-SYM	g7-literature	mistral	n_kept	6
E17-SYM	g7-literature	mistral	strict	0.0952
E17-SYM	g7-literature	mistral	credited	0.0952
E17-SYM	g7-literature	mistral	d_strict	-0.1523
E17-SYM	g7-literature	mistral	d_credited	-0.1718
E17-baseline	mouse-human	mistral	n_kept	22640
E17-baseline	mouse-human	mistral	strict	0.1843
E17-baseline	mouse-human	mistral	credited	0.2076
E17-baseline	mouse-human	mistral	d_strict	0.0
E17-baseline	mouse-human	mistral	d_credited	0.0
E17-V1	mouse-human	mistral	n_kept	128
E17-V1	mouse-human	mistral	strict	0.0716
E17-V1	mouse-human	mistral	credited	0.0716
E17-V1	mouse-human	mistral	d_strict	-0.1127
E17-V1	mouse-human	mistral	d_credited	-0.1361
E17-SYM	mouse-human	mistral	n_kept	128
E17-SYM	mouse-human	mistral	strict	0.0716
E17-SYM	mouse-human	mistral	credited	0.0716
E17-SYM	mouse-human	mistral	d_strict	-0.1127
E17-SYM	mouse-human	mistral	d_credited	-0.1361
E17-baseline	vdi-ebay	mistral	n_kept	9047
E17-baseline	vdi-ebay	mistral	strict	0.0447
E17-baseline	vdi-ebay	mistral	credited	0.082
E17-baseline	vdi-ebay	mistral	d_strict	0.0
E17-baseline	vdi-ebay	mistral	d_credited	0.0
E17-V1	vdi-ebay	mistral	n_kept	0
E17-V1	vdi-ebay	mistral	strict	0.0
E17-V1	vdi-ebay	mistral	credited	0.0
E17-V1	vdi-ebay	mistral	d_strict	-0.0447
E17-V1	vdi-ebay	mistral	d_credited	-0.082
E17-SYM	vdi-ebay	mistral	n_kept	0
E17-SYM	vdi-ebay	mistral	strict	0.0
E17-SYM	vdi-ebay	mistral	credited	0.0
E17-SYM	vdi-ebay	mistral	d_strict	-0.0447
E17-SYM	vdi-ebay	mistral	d_credited	-0.082
E17-baseline	g3-text	gemma4	n_kept	2303
E17-baseline	g3-text	gemma4	strict	0.3571
E17-baseline	g3-text	gemma4	credited	0.3582
E17-baseline	g3-text	gemma4	d_strict	0.0
E17-baseline	g3-text	gemma4	d_credited	0.0
E17-V1	g3-text	gemma4	n_kept	1375
E17-V1	g3-text	gemma4	strict	0.4662
E17-V1	g3-text	gemma4	credited	0.4669
E17-V1	g3-text	gemma4	d_strict	0.1091
E17-V1	g3-text	gemma4	d_credited	0.1088
E17-SYM	g3-text	gemma4	n_kept	1375
E17-SYM	g3-text	gemma4	strict	0.4662
E17-SYM	g3-text	gemma4	credited	0.4669
E17-SYM	g3-text	gemma4	d_strict	0.1091
E17-SYM	g3-text	gemma4	d_credited	0.1088
E17-baseline	g5-groceries	gemma4	n_kept	490
E17-baseline	g5-groceries	gemma4	strict	0.3445
E17-baseline	g5-groceries	gemma4	credited	0.3953
E17-baseline	g5-groceries	gemma4	d_strict	0.0
E17-baseline	g5-groceries	gemma4	d_credited	0.0
E17-V1	g5-groceries	gemma4	n_kept	239
E17-V1	g5-groceries	gemma4	strict	0.3793
E17-V1	g5-groceries	gemma4	credited	0.4367
E17-V1	g5-groceries	gemma4	d_strict	0.0348
E17-V1	g5-groceries	gemma4	d_credited	0.0413
E17-SYM	g5-groceries	gemma4	n_kept	239
E17-SYM	g5-groceries	gemma4	strict	0.3793
E17-SYM	g5-groceries	gemma4	credited	0.4367
E17-SYM	g5-groceries	gemma4	d_strict	0.0348
E17-SYM	g5-groceries	gemma4	d_credited	0.0413
E17-baseline	g7-literature	gemma4	n_kept	278
E17-baseline	g7-literature	gemma4	strict	0.4033
E17-baseline	g7-literature	gemma4	credited	0.4552
E17-baseline	g7-literature	gemma4	d_strict	0.0
E17-baseline	g7-literature	gemma4	d_credited	0.0
E17-V1	g7-literature	gemma4	n_kept	103
E17-V1	g7-literature	gemma4	strict	0.4466
E17-V1	g7-literature	gemma4	credited	0.5678
E17-V1	g7-literature	gemma4	d_strict	0.0433
E17-V1	g7-literature	gemma4	d_credited	0.1126
E17-SYM	g7-literature	gemma4	n_kept	103
E17-SYM	g7-literature	gemma4	strict	0.4466
E17-SYM	g7-literature	gemma4	credited	0.5678
E17-SYM	g7-literature	gemma4	d_strict	0.0433
E17-SYM	g7-literature	gemma4	d_credited	0.1126
E17-baseline	mouse-human	gemma4	n_kept	16980
E17-baseline	mouse-human	gemma4	strict	0.2426
E17-baseline	mouse-human	gemma4	credited	0.2852
E17-baseline	mouse-human	gemma4	d_strict	0.0
E17-baseline	mouse-human	gemma4	d_credited	0.0
E17-V1	mouse-human	gemma4	n_kept	7876
E17-V1	mouse-human	gemma4	strict	0.3781
E17-V1	mouse-human	gemma4	credited	0.4461
E17-V1	mouse-human	gemma4	d_strict	0.1355
E17-V1	mouse-human	gemma4	d_credited	0.1609
E17-SYM	mouse-human	gemma4	n_kept	7876
E17-SYM	mouse-human	gemma4	strict	0.3781
E17-SYM	mouse-human	gemma4	credited	0.4461
E17-SYM	mouse-human	gemma4	d_strict	0.1355
E17-SYM	mouse-human	gemma4	d_credited	0.1609
E17-baseline	vdi-ebay	gemma4	n_kept	6457
E17-baseline	vdi-ebay	gemma4	strict	0.0593
E17-baseline	vdi-ebay	gemma4	credited	0.1109
E17-baseline	vdi-ebay	gemma4	d_strict	0.0
E17-baseline	vdi-ebay	gemma4	d_credited	0.0
E17-V1	vdi-ebay	gemma4	n_kept	1680
E17-V1	vdi-ebay	gemma4	strict	0.1173
E17-V1	vdi-ebay	gemma4	credited	0.2463
E17-V1	vdi-ebay	gemma4	d_strict	0.058
E17-V1	vdi-ebay	gemma4	d_credited	0.1354
E17-SYM	vdi-ebay	gemma4	n_kept	1680
E17-SYM	vdi-ebay	gemma4	strict	0.1173
E17-SYM	vdi-ebay	gemma4	credited	0.2463
E17-SYM	vdi-ebay	gemma4	d_strict	0.058
E17-SYM	vdi-ebay	gemma4	d_credited	0.1354
E17-baseline	g3-text	gpt-oss	n_kept	1760
E17-baseline	g3-text	gpt-oss	strict	0.455
E17-baseline	g3-text	gpt-oss	credited	0.4563
E17-baseline	g3-text	gpt-oss	d_strict	0.0
E17-baseline	g3-text	gpt-oss	d_credited	0.0
E17-V1	g3-text	gpt-oss	n_kept	1065
E17-V1	g3-text	gpt-oss	strict	0.5136
E17-V1	g3-text	gpt-oss	credited	0.5146
E17-V1	g3-text	gpt-oss	d_strict	0.0586
E17-V1	g3-text	gpt-oss	d_credited	0.0583
E17-SYM	g3-text	gpt-oss	n_kept	1065
E17-SYM	g3-text	gpt-oss	strict	0.5136
E17-SYM	g3-text	gpt-oss	credited	0.5146
E17-SYM	g3-text	gpt-oss	d_strict	0.0586
E17-SYM	g3-text	gpt-oss	d_credited	0.0583
E17-baseline	g5-groceries	gpt-oss	n_kept	341
E17-baseline	g5-groceries	gpt-oss	strict	0.4015
E17-baseline	g5-groceries	gpt-oss	credited	0.4543
E17-baseline	g5-groceries	gpt-oss	d_strict	0.0
E17-baseline	g5-groceries	gpt-oss	d_credited	0.0
E17-V1	g5-groceries	gpt-oss	n_kept	166
E17-V1	g5-groceries	gpt-oss	strict	0.3293
E17-V1	g5-groceries	gpt-oss	credited	0.3779
E17-V1	g5-groceries	gpt-oss	d_strict	-0.0723
E17-V1	g5-groceries	gpt-oss	d_credited	-0.0764
E17-SYM	g5-groceries	gpt-oss	n_kept	166
E17-SYM	g5-groceries	gpt-oss	strict	0.3293
E17-SYM	g5-groceries	gpt-oss	credited	0.3779
E17-SYM	g5-groceries	gpt-oss	d_strict	-0.0723
E17-SYM	g5-groceries	gpt-oss	d_credited	-0.0764
E17-baseline	g7-literature	gpt-oss	n_kept	246
E17-baseline	g7-literature	gpt-oss	strict	0.5425
E17-baseline	g7-literature	gpt-oss	credited	0.5965
E17-baseline	g7-literature	gpt-oss	d_strict	0.0
E17-baseline	g7-literature	gpt-oss	d_credited	0.0
E17-V1	g7-literature	gpt-oss	n_kept	85
E17-V1	g7-literature	gpt-oss	strict	0.384
E17-V1	g7-literature	gpt-oss	credited	0.4889
E17-V1	g7-literature	gpt-oss	d_strict	-0.1585
E17-V1	g7-literature	gpt-oss	d_credited	-0.1076
E17-SYM	g7-literature	gpt-oss	n_kept	83
E17-SYM	g7-literature	gpt-oss	strict	0.3745
E17-SYM	g7-literature	gpt-oss	credited	0.486
E17-SYM	g7-literature	gpt-oss	d_strict	-0.168
E17-SYM	g7-literature	gpt-oss	d_credited	-0.1105
E17-baseline	mouse-human	gpt-oss	n_kept	10959
E17-baseline	mouse-human	gpt-oss	strict	0.353
E17-baseline	mouse-human	gpt-oss	credited	0.4082
E17-baseline	mouse-human	gpt-oss	d_strict	0.0
E17-baseline	mouse-human	gpt-oss	d_credited	0.0
E17-V1	mouse-human	gpt-oss	n_kept	5953
E17-V1	mouse-human	gpt-oss	strict	0.3034
E17-V1	mouse-human	gpt-oss	credited	0.3738
E17-V1	mouse-human	gpt-oss	d_strict	-0.0496
E17-V1	mouse-human	gpt-oss	d_credited	-0.0344
E17-SYM	mouse-human	gpt-oss	n_kept	5952
E17-SYM	mouse-human	gpt-oss	strict	0.3033
E17-SYM	mouse-human	gpt-oss	credited	0.3737
E17-SYM	mouse-human	gpt-oss	d_strict	-0.0497
E17-SYM	mouse-human	gpt-oss	d_credited	-0.0345
E17-baseline	vdi-ebay	gpt-oss	n_kept	4467
E17-baseline	vdi-ebay	gpt-oss	strict	0.0431
E17-baseline	vdi-ebay	gpt-oss	credited	0.113
E17-baseline	vdi-ebay	gpt-oss	d_strict	0.0
E17-baseline	vdi-ebay	gpt-oss	d_credited	0.0
E17-V1	vdi-ebay	gpt-oss	n_kept	522
E17-V1	vdi-ebay	gpt-oss	strict	0.0479
E17-V1	vdi-ebay	gpt-oss	credited	0.1137
E17-V1	vdi-ebay	gpt-oss	d_strict	0.0048
E17-V1	vdi-ebay	gpt-oss	d_credited	0.0007
E17-SYM	vdi-ebay	gpt-oss	n_kept	522
E17-SYM	vdi-ebay	gpt-oss	strict	0.0479
E17-SYM	vdi-ebay	gpt-oss	credited	0.1137
E17-SYM	vdi-ebay	gpt-oss	d_strict	0.0048
E17-SYM	vdi-ebay	gpt-oss	d_credited	0.0007
E18-baseline	g1-web	llama	strict	0.2246
E18-baseline	g1-web	llama	credited	0.2353
E18-baseline	g1-web	llama	d_strict	0.0
E18-baseline	g1-web	llama	d_credited	0.0
E18-baseline	g1-web	llama	n	2282
E18-L1	g1-web	llama	strict	0.2246
E18-L1	g1-web	llama	credited	0.2353
E18-L1	g1-web	llama	d_strict	0.0
E18-L1	g1-web	llama	d_credited	0.0
E18-L1	g1-web	llama	n	2282
E18-L2	g1-web	llama	strict	0.2331
E18-L2	g1-web	llama	credited	0.2438
E18-L2	g1-web	llama	d_strict	0.0085
E18-L2	g1-web	llama	d_credited	0.0085
E18-L2	g1-web	llama	n	2211
E18-L1L2	g1-web	llama	strict	0.2331
E18-L1L2	g1-web	llama	credited	0.2438
E18-L1L2	g1-web	llama	d_strict	0.0085
E18-L1L2	g1-web	llama	d_credited	0.0085
E18-L1L2	g1-web	llama	n	2211
E18-L1L2R1	g1-web	llama	strict	0.2349
E18-L1L2R1	g1-web	llama	credited	0.2377
E18-L1L2R1	g1-web	llama	d_strict	0.0103
E18-L1L2R1	g1-web	llama	d_credited	0.0023
E18-L1L2R1	g1-web	llama	n	1694
E18-L1L2L3R1	g1-web	llama	strict	0.2395
E18-L1L2L3R1	g1-web	llama	credited	0.244
E18-L1L2L3R1	g1-web	llama	d_strict	0.0149
E18-L1L2L3R1	g1-web	llama	d_credited	0.0087
E18-L1L2L3R1	g1-web	llama	n	1008
E18-baseline	g2-diseases	llama	strict	0.1369
E18-baseline	g2-diseases	llama	credited	0.1409
E18-baseline	g2-diseases	llama	d_strict	0.0
E18-baseline	g2-diseases	llama	d_credited	0.0
E18-baseline	g2-diseases	llama	n	7672
E18-L1	g2-diseases	llama	strict	0.1369
E18-L1	g2-diseases	llama	credited	0.1409
E18-L1	g2-diseases	llama	d_strict	0.0
E18-L1	g2-diseases	llama	d_credited	0.0
E18-L1	g2-diseases	llama	n	7661
E18-L2	g2-diseases	llama	strict	0.1738
E18-L2	g2-diseases	llama	credited	0.1778
E18-L2	g2-diseases	llama	d_strict	0.0369
E18-L2	g2-diseases	llama	d_credited	0.0369
E18-L2	g2-diseases	llama	n	7224
E18-L1L2	g2-diseases	llama	strict	0.1738
E18-L1L2	g2-diseases	llama	credited	0.1779
E18-L1L2	g2-diseases	llama	d_strict	0.0369
E18-L1L2	g2-diseases	llama	d_credited	0.0369
E18-L1L2	g2-diseases	llama	n	7213
E18-L1L2R1	g2-diseases	llama	strict	0.1742
E18-L1L2R1	g2-diseases	llama	credited	0.1747
E18-L1L2R1	g2-diseases	llama	d_strict	0.0372
E18-L1L2R1	g2-diseases	llama	d_credited	0.0338
E18-L1L2R1	g2-diseases	llama	n	5436
E18-L1L2L3R1	g2-diseases	llama	strict	0.1775
E18-L1L2L3R1	g2-diseases	llama	credited	0.1809
E18-L1L2L3R1	g2-diseases	llama	d_strict	0.0406
E18-L1L2L3R1	g2-diseases	llama	d_credited	0.04
E18-L1L2L3R1	g2-diseases	llama	n	1946
E18-baseline	g3-text	llama	strict	0.226
E18-baseline	g3-text	llama	credited	0.2268
E18-baseline	g3-text	llama	d_strict	0.0
E18-baseline	g3-text	llama	d_credited	0.0
E18-baseline	g3-text	llama	n	2514
E18-L1	g3-text	llama	strict	0.226
E18-L1	g3-text	llama	credited	0.2268
E18-L1	g3-text	llama	d_strict	0.0
E18-L1	g3-text	llama	d_credited	0.0
E18-L1	g3-text	llama	n	2514
E18-L2	g3-text	llama	strict	0.2408
E18-L2	g3-text	llama	credited	0.2416
E18-L2	g3-text	llama	d_strict	0.0148
E18-L2	g3-text	llama	d_credited	0.0148
E18-L2	g3-text	llama	n	2414
E18-L1L2	g3-text	llama	strict	0.2408
E18-L1L2	g3-text	llama	credited	0.2416
E18-L1L2	g3-text	llama	d_strict	0.0148
E18-L1L2	g3-text	llama	d_credited	0.0148
E18-L1L2	g3-text	llama	n	2414
E18-L1L2R1	g3-text	llama	strict	0.2415
E18-L1L2R1	g3-text	llama	credited	0.2415
E18-L1L2R1	g3-text	llama	d_strict	0.0156
E18-L1L2R1	g3-text	llama	d_credited	0.0147
E18-L1L2R1	g3-text	llama	n	2392
E18-L1L2L3R1	g3-text	llama	strict	0.195
E18-L1L2L3R1	g3-text	llama	credited	0.1961
E18-L1L2L3R1	g3-text	llama	d_strict	-0.031
E18-L1L2L3R1	g3-text	llama	d_credited	-0.0307
E18-L1L2L3R1	g3-text	llama	n	353
E18-baseline	g5-groceries	llama	strict	0.2697
E18-baseline	g5-groceries	llama	credited	0.2828
E18-baseline	g5-groceries	llama	d_strict	0.0
E18-baseline	g5-groceries	llama	d_credited	0.0
E18-baseline	g5-groceries	llama	n	431
E18-L1	g5-groceries	llama	strict	0.2698
E18-L1	g5-groceries	llama	credited	0.2829
E18-L1	g5-groceries	llama	d_strict	0.0001
E18-L1	g5-groceries	llama	d_credited	0.0001
E18-L1	g5-groceries	llama	n	430
E18-L2	g5-groceries	llama	strict	0.2537
E18-L2	g5-groceries	llama	credited	0.2668
E18-L2	g5-groceries	llama	d_strict	-0.016
E18-L2	g5-groceries	llama	d_credited	-0.016
E18-L2	g5-groceries	llama	n	429
E18-L1L2	g5-groceries	llama	strict	0.2538
E18-L1L2	g5-groceries	llama	credited	0.2669
E18-L1L2	g5-groceries	llama	d_strict	-0.016
E18-L1L2	g5-groceries	llama	d_credited	-0.0159
E18-L1L2	g5-groceries	llama	n	428
E18-L1L2R1	g5-groceries	llama	strict	0.2548
E18-L1L2R1	g5-groceries	llama	credited	0.2609
E18-L1L2R1	g5-groceries	llama	d_strict	-0.015
E18-L1L2R1	g5-groceries	llama	d_credited	-0.0219
E18-L1L2R1	g5-groceries	llama	n	352
E18-L1L2L3R1	g5-groceries	llama	strict	0.2635
E18-L1L2L3R1	g5-groceries	llama	credited	0.2729
E18-L1L2L3R1	g5-groceries	llama	d_strict	-0.0062
E18-L1L2L3R1	g5-groceries	llama	d_credited	-0.0099
E18-L1L2L3R1	g5-groceries	llama	n	201
E18-baseline	g7-literature	llama	strict	0.4807
E18-baseline	g7-literature	llama	credited	0.5061
E18-baseline	g7-literature	llama	d_strict	0.0
E18-baseline	g7-literature	llama	d_credited	0.0
E18-baseline	g7-literature	llama	n	377
E18-L1	g7-literature	llama	strict	0.4807
E18-L1	g7-literature	llama	credited	0.5061
E18-L1	g7-literature	llama	d_strict	0.0
E18-L1	g7-literature	llama	d_credited	0.0
E18-L1	g7-literature	llama	n	377
E18-L2	g7-literature	llama	strict	0.492
E18-L2	g7-literature	llama	credited	0.5174
E18-L2	g7-literature	llama	d_strict	0.0113
E18-L2	g7-literature	llama	d_credited	0.0113
E18-L2	g7-literature	llama	n	376
E18-L1L2	g7-literature	llama	strict	0.492
E18-L1L2	g7-literature	llama	credited	0.5174
E18-L1L2	g7-literature	llama	d_strict	0.0113
E18-L1L2	g7-literature	llama	d_credited	0.0113
E18-L1L2	g7-literature	llama	n	376
E18-L1L2R1	g7-literature	llama	strict	0.5005
E18-L1L2R1	g7-literature	llama	credited	0.5005
E18-L1L2R1	g7-literature	llama	d_strict	0.0197
E18-L1L2R1	g7-literature	llama	d_credited	-0.0056
E18-L1L2R1	g7-literature	llama	n	297
E18-L1L2L3R1	g7-literature	llama	strict	0.5297
E18-L1L2L3R1	g7-literature	llama	credited	0.5297
E18-L1L2L3R1	g7-literature	llama	d_strict	0.049
E18-L1L2L3R1	g7-literature	llama	d_credited	0.0237
E18-L1L2L3R1	g7-literature	llama	n	97
E18-baseline	mouse-human	llama	strict	0.1716
E18-baseline	mouse-human	llama	credited	0.1961
E18-baseline	mouse-human	llama	d_strict	0.0
E18-baseline	mouse-human	llama	d_credited	0.0
E18-baseline	mouse-human	llama	n	11528
E18-L1	mouse-human	llama	strict	0.1716
E18-L1	mouse-human	llama	credited	0.1962
E18-L1	mouse-human	llama	d_strict	0.0
E18-L1	mouse-human	llama	d_credited	0.0
E18-L1	mouse-human	llama	n	11526
E18-L2	mouse-human	llama	strict	0.1902
E18-L2	mouse-human	llama	credited	0.2148
E18-L2	mouse-human	llama	d_strict	0.0186
E18-L2	mouse-human	llama	d_credited	0.0186
E18-L2	mouse-human	llama	n	10614
E18-L1L2	mouse-human	llama	strict	0.1903
E18-L1L2	mouse-human	llama	credited	0.2148
E18-L1L2	mouse-human	llama	d_strict	0.0186
E18-L1L2	mouse-human	llama	d_credited	0.0186
E18-L1L2	mouse-human	llama	n	10612
E18-L1L2R1	mouse-human	llama	strict	0.1872
E18-L1L2R1	mouse-human	llama	credited	0.1908
E18-L1L2R1	mouse-human	llama	d_strict	0.0155
E18-L1L2R1	mouse-human	llama	d_credited	-0.0054
E18-L1L2R1	mouse-human	llama	n	7499
E18-L1L2L3R1	mouse-human	llama	strict	0.1946
E18-L1L2L3R1	mouse-human	llama	credited	0.2058
E18-L1L2L3R1	mouse-human	llama	d_strict	0.023
E18-L1L2L3R1	mouse-human	llama	d_credited	0.0096
E18-L1L2L3R1	mouse-human	llama	n	4234
E18-baseline	vdi-ebay	llama	strict	0.0406
E18-baseline	vdi-ebay	llama	credited	0.0814
E18-baseline	vdi-ebay	llama	d_strict	0.0
E18-baseline	vdi-ebay	llama	d_credited	0.0
E18-baseline	vdi-ebay	llama	n	5965
E18-L1	vdi-ebay	llama	strict	0.0406
E18-L1	vdi-ebay	llama	credited	0.0814
E18-L1	vdi-ebay	llama	d_strict	0.0
E18-L1	vdi-ebay	llama	d_credited	0.0
E18-L1	vdi-ebay	llama	n	5965
E18-L2	vdi-ebay	llama	strict	0.0434
E18-L2	vdi-ebay	llama	credited	0.0843
E18-L2	vdi-ebay	llama	d_strict	0.0029
E18-L2	vdi-ebay	llama	d_credited	0.0029
E18-L2	vdi-ebay	llama	n	5660
E18-L1L2	vdi-ebay	llama	strict	0.0434
E18-L1L2	vdi-ebay	llama	credited	0.0843
E18-L1L2	vdi-ebay	llama	d_strict	0.0029
E18-L1L2	vdi-ebay	llama	d_credited	0.0029
E18-L1L2	vdi-ebay	llama	n	5660
E18-L1L2R1	vdi-ebay	llama	strict	0.0533
